name,DFT-per,GCN-per,DFT-all,GCN-all
LUGVUF_FSR_relaxed,-6.123011589,-6.120626926,-906.2057152,-905.8527851
IBASOV_freeONLY_relaxed,-6.555283546,-6.556528568,-1166.840471,-1167.062085
HIFGIO_SL_relaxed,-6.63673687,-6.642631531,-603.9430552,-604.4794693
FENBUY_FSR_relaxed,-6.459967136,-6.464342117,-826.8757935,-827.435791
QUXHOH01_FSR_relaxed,-6.008320808,-6.012748241,-745.0317802,-745.5807819
GEWKAW_FSR_relaxed,-6.527038097,-6.52351141,-483.0008192,-482.7398443
DEHLEJ_FSR_relaxed,-6.556884766,-6.560459614,-3186.645996,-3188.383372
ATADUU01_FSR_relaxed,-6.300822258,-6.294427395,-945.1233387,-944.1641092
VUTLEC_FSR_relaxed,-6.976155281,-6.975861073,-362.7600746,-362.7447758
WEMRAI_FSR_relaxed,-7.001393795,-7.005282879,-574.1142912,-574.4331961
SEFSEC_FSR_relaxed,-6.733745575,-6.739106178,-1723.838867,-1725.211182
IPAYED_FSR_relaxed,-6.022752762,-6.027048588,-301.1376381,-301.3524294
BUQRUB_FSR_relaxed,-6.592489719,-6.589083195,-962.503499,-962.0061464
CEBDAQ_FSR_relaxed,-6.300220013,-6.300878525,-504.017601,-504.070282
MERFUN_FSR_relaxed,-6.881488323,-6.882544041,-522.9931126,-523.0733471
FECHEC_FSR_relaxed,-7.001707077,-7.063735962,-1092.266304,-1101.94281
MOYPIA_FSR_relaxed,-6.585858345,-6.58916235,-869.3333015,-869.7694302
ICOWON_FSR_relaxed,-6.176267624,-6.177859306,-543.5115509,-543.651619
JIHREA_FSR_relaxed,-6.783869267,-6.783967972,-1519.586716,-1519.608826
ENISUQ_FSR_relaxed,-6.970841885,-6.971113682,-850.4427099,-850.4758692
NIRROX_FSR_relaxed,-7.16738987,-7.160732269,-222.189086,-221.9827003
AYATUR_FSR_relaxed,-7.296578407,-7.291897774,-430.498126,-430.2219687
IJIBEK_FSR_relaxed,-6.860619068,-6.86007309,-617.4557161,-617.4065781
LETHAU_FSR_relaxed,-6.063622475,-6.068711758,-800.3981667,-801.069952
XUQDAP_FSR_relaxed,-5.983973026,-5.993489742,-382.9742737,-383.5833435
PITMOW_FSR_relaxed,-6.681330681,-6.682426929,-2325.103077,-2325.484571
AMAGAX_freeONLY_relaxed,-7.078449726,-7.088133812,-2123.534918,-2126.440144
JODMIB_FSR_relaxed,-6.030609131,-6.034315586,-506.571167,-506.8825092
NUHBEY_FSR_relaxed,-6.597214699,-6.598359585,-606.9437523,-607.0490818
BOJLIW_FSR_relaxed,-7.284643173,-7.266483784,-947.0036125,-944.6428919
LIZSOE_FSR_relaxed,-6.864125252,-6.852980137,-3075.128113,-3070.135101
LIMKIC_FSR_relaxed,-6.492360115,-6.502144337,-363.5721664,-364.1200829
XIHSEN01_freeONLY_relaxed,-6.842627525,-6.835977077,-1272.72872,-1271.491736
NACKEH_FSR_relaxed,-6.771350384,-6.767357826,-609.4215345,-609.0622044
FAJNUZ_FSR_relaxed,-5.244243622,-5.279866219,-230.7467194,-232.3141136
IGURAE_FSR_relaxed,-6.019488335,-6.023474693,-722.3386002,-722.8169632
ETOTAJ_FSR_relaxed,-6.539318085,-6.547971249,-653.9318085,-654.7971249
FOCYUT_FSR_relaxed,-7.222155571,-7.221107483,-895.5472908,-895.4173279
QUQSAY_FSR_relaxed,-7.082751751,-7.08166647,-821.5992031,-821.4733105
LIFLUI_FSR_relaxed,-6.20815897,-6.208999634,-682.8974867,-682.9899597
SUNJOB01_FSR_relaxed,-6.813288212,-6.808892727,-667.7022448,-667.2714872
GAZSUX_FSR_relaxed,-6.244618416,-6.242915154,-811.8003941,-811.57897
LIXVAR_FSR_relaxed,-6.538325787,-6.550085068,-640.7559271,-641.9083366
VEPFAX11_FSR_relaxed,-6.627484322,-6.613060951,-503.6888084,-502.5926323
XEGKUR_freeONLY_relaxed,-6.862643242,-6.851341248,-2058.792973,-2055.402374
HOYMEP_FSR_relaxed,-6.206314564,-6.203133583,-670.2819729,-669.938427
ICAGIE_FSR_relaxed,-6.963992119,-6.961939812,-376.0555744,-375.9447498
OMEDOZ_FSR_relaxed,-6.766390324,-6.757577419,-514.2456646,-513.5758839
SIRJAG_FSR_relaxed,-6.996181965,-6.986291885,-545.7021933,-544.9307671
HIFNIU_FSR_relaxed,-7.011073112,-7.016233444,-1037.638821,-1038.40255
ADOKOU_FSR_relaxed,-5.313770771,-5.321003914,-297.5711632,-297.9762192
APUVIS_FSR_relaxed,-5.967189312,-5.966973782,-1253.109756,-1253.064494
XOZGIE_FSR_relaxed,-6.630304337,-6.622888088,-556.9455643,-556.3225994
CITWUA_FSR_relaxed,-6.288079262,-6.284377575,-578.5032921,-578.1627369
DECBAQ_FSR_relaxed,-7.202315807,-7.190834999,-489.7574749,-488.9767799
SISGOS_FSR_relaxed,-7.154425144,-7.15082407,-643.898263,-643.5741663
GUXQAR_freeONLY_relaxed,-7.685365677,-7.674684048,-199.8195076,-199.5417852
VOKNEO_FSR_relaxed,-6.38883543,-6.403538227,-472.7738218,-473.8618288
OMOMEK_FSR_relaxed,-5.986917019,-5.993262768,-622.63937,-623.2993279
XAZFAF_FSR_relaxed,-6.095248222,-6.094797134,-365.7148933,-365.6878281
GOMTAF_FSR_relaxed,-5.958507538,-5.964396477,-643.5188141,-644.1548195
ONIXOZ_FSR_relaxed,-7.193841457,-7.185222626,-1640.195852,-1638.230759
IYUBAG_FSR_relaxed,-6.680252552,-6.685640812,-1255.88748,-1256.900473
BUVKAG_FSR_relaxed,-6.320668697,-6.328295708,-322.3541036,-322.7430811
PELGIY_FSR_relaxed,-6.754747391,-6.752475262,-2053.443207,-2052.75248
WUBMAK_FSR_relaxed,-6.355173588,-6.346227169,-800.7518721,-799.6246233
BAFNUR_FSR_relaxed,-6.380469322,-6.370209694,-382.8281593,-382.2125816
AXUPUG_FSR_relaxed,-6.595703125,-6.58534193,-778.2929688,-777.0703478
SUTTEH_FSR_relaxed,-6.224256039,-6.227888107,-497.9404831,-498.2310486
WILHIK_FSR_relaxed,-6.618927002,-6.609325886,-939.8876343,-938.5242758
XUMVAE01_FSR_relaxed,-6.081364632,-6.077886105,-218.9291267,-218.8038998
KIXXAS_FSR_relaxed,-6.664929867,-6.658795834,-653.1631269,-652.5619917
SOBZAL_FSR_relaxed,-6.266346931,-6.282500267,-2506.538773,-2513.000107
LOLVAJ_freeONLY_relaxed,-6.26621151,-6.273213387,-2406.22522,-2408.91394
FALGEG_FSR_relaxed,-6.595591545,-6.591332912,-435.309042,-435.0279722
XEGKEB_FSR_relaxed,-6.814353466,-6.814228058,-2425.909834,-2425.865189
KAWPEF_FSR_relaxed,-6.330480576,-6.327201366,-582.404213,-582.1025257
ZEKNUB_FSR_relaxed,-6.611998558,-6.614187717,-978.5757866,-978.8997822
LICBAB_FSR_relaxed,-6.579399109,-6.587209225,-394.7639465,-395.2325535
EWUGEK_freeONLY_relaxed,-6.309942245,-6.308026791,-782.4328384,-782.195322
MOPMUB_FSR_relaxed,-5.926883221,-5.93182373,-266.7097449,-266.9320679
YECRAA_FSR_relaxed,-6.696977615,-6.712412357,-669.6977615,-671.2412357
FEYSIM_FSR_relaxed,-6.970803738,-6.965884686,-738.9051962,-738.3837767
DEGJOP_FSR_relaxed,-5.769770622,-5.771789074,-553.8979797,-554.0917511
FIRQUU_FSR_relaxed,-6.448735237,-6.440829277,-451.4114666,-450.8580494
CDLGLU10_FSR_relaxed,-5.967138767,-5.969916821,-501.2396564,-501.4730129
NAVFAT_FSR_relaxed,-5.887946606,-5.903075218,-635.8982334,-637.5321236
GIDCEB01_FSR_relaxed,-6.41108036,-6.408203125,-294.9096966,-294.7773438
MEQUNI01_FSR_relaxed,-6.859586239,-6.860778332,-480.1710367,-480.2544832
BACMEY_FSR_relaxed,-6.250142574,-6.243857384,-362.5082693,-362.1437283
YOXDAR_FSR_relaxed,-6.795481205,-6.793262482,-183.4779925,-183.418087
AVUJOR_FSR_relaxed,-6.902171612,-6.899219513,-634.9997883,-634.7281952
QAMXIL_FSR_relaxed,-6.031316757,-6.020825386,-747.8832779,-746.5823479
FUSSIW_FSR_relaxed,-6.20124197,-6.201740742,-235.6471949,-235.6661482
KUTPAS_FSR_relaxed,-7.003029823,-7.005329609,-1736.751396,-1737.321743
DEBKOM_FSR_relaxed,-6.356228352,-6.368377686,-1347.520411,-1350.096069
PEGCEM_FSR_relaxed,-6.892096996,-6.892401218,-799.4832516,-799.5185413
SAQJIE_FSR_relaxed,-6.620594501,-6.623063564,-549.5093436,-549.7142758
FARJEO_FSR_relaxed,-6.547584057,-6.543757439,-268.4509463,-268.294055
UYACUT_FSR_relaxed,-6.848956108,-6.848146915,-438.3331909,-438.2814026
NATXIR_FSR_relaxed,-7.19019556,-7.182535172,-575.2156448,-574.6028137
AHISER_FSR_relaxed,-6.699723721,-6.690379143,-750.3690567,-749.322464
EWAZIL_FSR_relaxed,-6.625034332,-6.638379097,-344.5017853,-345.195713
MICNIW_FSR_relaxed,-6.483868122,-6.486776352,-1491.289668,-1491.958561
WOGKOT01_FSR_relaxed,-6.678486824,-6.672269821,-534.2789459,-533.7815857
DUGFIW_FSR_relaxed,-6.948348045,-6.951498508,-625.3513241,-625.6348658
YAHPED_FSR_relaxed,-6.912293911,-6.909275532,-1852.494768,-1851.685843
BODJIN01_FSR_relaxed,-5.810262203,-5.813803673,-429.959403,-430.2214718
QEYZAY01_FSR_relaxed,-6.40250206,-6.405880451,-390.5526257,-390.7587075
ADIQAH_FSR_relaxed,-6.747426033,-6.744526863,-472.3198223,-472.1168804
RINFEB_FSR_relaxed,-6.571677208,-6.573630333,-407.4439869,-407.5650806
XEYREZ01_FSR_relaxed,-6.691383362,-6.692269325,-521.9279022,-521.9970074
VIWNEV01_FSR_relaxed,-6.365145206,-6.362754822,-356.4481316,-356.31427
CUZNUG_FSR_relaxed,-6.457763672,-6.44852066,-955.7490234,-954.3810577
DAWWUV_FSR_relaxed,-7.087643147,-7.076933384,-652.0631695,-651.0778713
CODVUO_FSR_relaxed,-5.389595985,-5.396865368,-560.5179825,-561.2739983
CORZAL_FSR_relaxed,-7.239116192,-7.241808414,-535.6945982,-535.8938227
AFUYAE_FSR_relaxed,-6.195890903,-6.199588776,-470.8877087,-471.1687469
IPECAH01_FSR_relaxed,-6.307188988,-6.307129383,-290.1306934,-290.1279516
SEGHOB_FSR_relaxed,-5.686151981,-5.687804699,-170.5845594,-170.634141
XAJMAY_FSR_relaxed,-6.490815163,-6.489246845,-623.1182556,-622.9676971
INEFEN_FSR_relaxed,-6.249079704,-6.243089199,-493.6772966,-493.2040467
AQIDUA01_FSR_relaxed,-6.874390602,-6.866882801,-481.2073421,-480.6817961
NOQCAZ_FSR_relaxed,-6.71429348,-6.715974331,-617.7150002,-617.8696384
JIPLOK_FSR_relaxed,-6.332419872,-6.330945015,-379.9451923,-379.8567009
KEPBIS_FSR_relaxed,-6.31420517,-6.330584526,-1869.00473,-1873.85302
HEBDAV01_FSR_relaxed,-6.688050747,-6.693050385,-561.7962627,-562.2162323
BOXNAF02_FSR_relaxed,-6.551716805,-6.554267883,-615.8613796,-616.101181
CUQYAQ_FSR_relaxed,-6.875184536,-6.881651878,-770.020668,-770.7450104
AMAQAG02_FSR_relaxed,-6.657269955,-6.660840511,-585.839756,-586.153965
WEVRUK_freeONLY_relaxed,-6.585142136,-6.584253311,-1093.133595,-1092.98605
TONLOY_freeONLY_relaxed,-6.442066193,-6.444803715,-1391.486298,-1392.077602
OHUXAS_FSR_relaxed,-6.972472668,-6.959560394,-808.8068295,-807.3090057
ADEZUH_FSR_relaxed,-6.321194649,-6.324962616,-442.4836254,-442.7473831
LEGREU_FSR_relaxed,-6.15533638,-6.161504269,-270.8348007,-271.1061878
REHQOM_FSR_relaxed,-6.842867374,-6.841538906,-916.9442282,-916.7662134
KEDMOX_FSR_relaxed,-6.222709179,-6.235592365,-535.1529894,-536.2609434
FIRFIX_FSR_relaxed,-6.615507603,-6.6148386,-820.3229427,-820.2399864
QOLKUX_FSR_relaxed,-6.684857845,-6.67327261,-554.8432012,-553.8816266
LUZZAI_FSR_relaxed,-6.838912964,-6.834961414,-848.0252075,-847.5352154
GURZID_FSR_relaxed,-5.934063435,-5.92595005,-759.5601196,-758.5216064
DALVAQ_FSR_relaxed,-6.647706509,-6.646905422,-797.724781,-797.6286507
UFODAW_FSR_relaxed,-6.487250805,-6.483189583,-343.8242927,-343.6090479
GIFCOQ_FSR_relaxed,-6.351047993,-6.357199192,-812.9341431,-813.7214966
SUTTAD_FSR_relaxed,-6.47451067,-6.475009918,-362.5725975,-362.6005554
NELMID_FSR_relaxed,-6.617586613,-6.614062786,-873.5214329,-873.0562878
FAHDIC_FSR_relaxed,-6.979686737,-6.984516621,-209.3906021,-209.5354986
VERQOA01_FSR_relaxed,-7.245922089,-7.227505684,-318.8205719,-318.0102501
DAYTAZ_FSR_relaxed,-6.711909294,-6.708656311,-1047.05785,-1046.550385
INARUM_FSR_relaxed,-6.8740592,-6.865190506,-1086.101354,-1084.7001
RIPFOM_FSR_relaxed,-5.675856113,-5.678231239,-442.7167768,-442.9020367
LOPTIV_FSR_relaxed,-6.911953926,-6.899216175,-476.9248209,-476.0459161
PIZFEM_FSR_relaxed,-6.850514412,-6.847399235,-685.0514412,-684.7399235
IBIVOF_FSR_relaxed,-6.975742817,-6.947290897,-697.5742817,-694.7290897
CIFFUU_FSR_relaxed,-6.46199131,-6.462153912,-852.9828529,-853.0043163
GONRUY_FSR_relaxed,-6.804960728,-6.817969799,-313.0281935,-313.6266108
DAXWOP_FSR_relaxed,-7.273592472,-7.286644459,-436.4155483,-437.1986675
RURJOF_FSR_relaxed,-7.353129387,-7.364827156,-470.6002808,-471.348938
XANBUL_FSR_relaxed,-6.671916008,-6.674716473,-373.6272964,-373.7841225
RADZAZ_FSR_relaxed,-6.935142517,-6.936927795,-970.9199524,-971.1698914
RIDBOX_FSR_relaxed,-6.210097313,-6.213186741,-583.7491474,-584.0395536
IGIQAR_FSR_relaxed,-6.721300602,-6.726499557,-551.1466494,-551.5729637
TUSLIC_FSR_relaxed,-6.595756054,-6.581573963,-514.4689722,-513.3627691
MOMQIQ_FSR_relaxed,-6.911782742,-6.901035786,-539.1190538,-538.2807913
IRAYEG_FSR_relaxed,-6.278205872,-6.274407864,-703.1590576,-702.7336807
HAMRIY_freeONLY_relaxed,-6.557170391,-6.562539101,-1167.17633,-1168.13196
ARAHIM01_freeONLY_relaxed,-6.64926672,-6.683204651,-372.3589363,-374.2594604
FILSAV01_FSR_relaxed,-6.517309666,-6.521628857,-449.6943669,-449.9923911
LOHKIE_FSR_relaxed,-6.649686813,-6.659562111,-611.7711868,-612.6797142
IGEFIJ_FSR_relaxed,-5.627623558,-5.639273167,-348.9126606,-349.6349363
YIKJEK_FSR_relaxed,-5.93151474,-5.930821419,-272.849678,-272.8177853
XAVBIG_FSR_relaxed,-6.090468884,-6.083238602,-280.1615686,-279.8289757
VUPSEF_FSR_relaxed,-6.995164871,-6.991194248,-573.6035194,-573.2779284
RAKYEH_FSR_relaxed,-6.278758526,-6.289942741,-401.8405457,-402.5563354
ITIPAE_FSR_relaxed,-6.209218025,-6.184273243,-670.5955467,-667.9015102
QACSAQ_FSR_relaxed,-6.81180191,-6.813414574,-585.8149643,-585.9536533
EPEGAI_FSR_relaxed,-5.879764557,-5.886788368,-364.5454025,-364.9808788
QUPHUF_FSR_relaxed,-6.72100687,-6.719381809,-1223.22325,-1222.927489
BECHEY_FSR_relaxed,-7.235787868,-7.241140366,-506.5051508,-506.8798256
IZEWAN_FSR_relaxed,-6.797212124,-6.797513485,-1576.953213,-1577.023129
PUHWAS_FSR_relaxed,-5.870936394,-5.885668278,-434.4492931,-435.5394526
IZEHAX_freeONLY_relaxed,-6.517838478,-6.507591724,-482.3200474,-481.5617876
TADGOW_FSR_relaxed,-6.750383854,-6.754761696,-654.7872338,-655.2118845
HEBTEP_FSR_relaxed,-6.748095036,-6.751362324,-944.733305,-945.1907253
KIVYEU_FSR_relaxed,-6.149736881,-6.158072948,-455.0805292,-455.6973982
TARSAI_FSR_relaxed,-7.105985641,-7.107993603,-284.2394257,-284.3197441
RATDUO01_FSR_relaxed,-7.205026627,-7.202877045,-504.3518639,-504.2013931
CEFHOM_FSR_relaxed,-6.468863964,-6.467987537,-724.512764,-724.4146042
BAYQAU03_FSR_relaxed,-6.564766407,-6.560331821,-892.8082314,-892.2051277
QUTBOY_FSR_relaxed,-6.764520168,-6.775789738,-378.8131294,-379.4442253
HEJCIL_FSR_relaxed,-6.834965229,-6.83687973,-1503.69235,-1504.113541
WIGHAY_FSR_relaxed,-6.61127615,-6.612846851,-1560.261171,-1560.631857
GIJHOZ_FSR_relaxed,-5.614169598,-5.62745142,-213.3384447,-213.843154
NAYJAY_FSR_relaxed,-7.102394104,-7.100413799,-383.5292816,-383.4223452
YOLVOM_FSR_relaxed,-6.566427231,-6.563181877,-617.2441597,-616.9390965
TODKII_FSR_relaxed,-6.668834686,-6.669225693,-573.519783,-573.5534096
LELXIK_FSR_relaxed,-7.032333851,-7.036249161,-1040.78541,-1041.364876
INIZAH_FSR_relaxed,-6.778123379,-6.772869587,-948.937273,-948.2017422
DICVOC_FSR_relaxed,-5.793344021,-5.808046341,-498.2275858,-499.4919853
ODIVAZ_FSR_relaxed,-6.88469696,-6.886092663,-681.5849991,-681.7231736
FIVNAZ_FSR_relaxed,-6.637777328,-6.648656368,-185.8577652,-186.1623783
CAVSAV01_FSR_relaxed,-6.580182076,-6.580851555,-414.5514708,-414.593648
QEZZIF_freeONLY_relaxed,-7.676963329,-7.678641796,-1750.347639,-1750.73033
GENZAC_FSR_relaxed,-5.657850266,-5.679505825,-497.8908234,-499.7965126
BIHMEM_FSR_relaxed,-6.282154083,-6.26690197,-540.2652512,-538.9535694
LEPCOZ_FSR_relaxed,-7.124947548,-7.132928848,-1025.992447,-1027.141754
DEHYAS_FSR_relaxed,-6.340205669,-6.343220711,-367.7319288,-367.9068012
KOHXIP_FSR_relaxed,-5.984680653,-5.990664005,-377.0348811,-377.4118323
GUVXIF_FSR_relaxed,-5.540597439,-5.54097271,-221.6238976,-221.6389084
PIZDEH_FSR_relaxed,-5.674523354,-5.682782173,-692.2918491,-693.2994251
NIJVAF_freeONLY_relaxed,-6.893027306,-6.891495228,-1874.903427,-1874.486702
RAWTUF_FSR_relaxed,-6.195049286,-6.186761379,-260.19207,-259.8439779
MOBDIR_FSR_relaxed,-6.99931097,-6.999260902,-713.929719,-713.924612
LURDEI_FSR_relaxed,-6.545922756,-6.562309265,-353.4798288,-354.3647003
LARDUG_FSR_relaxed,-6.341396332,-6.33833456,-722.9191818,-722.5701399
XOPSIE_FSR_relaxed,-5.885951042,-5.895605564,-441.4463282,-442.1704173
LENRAY_FSR_relaxed,-6.875449657,-6.872893333,-481.281476,-481.1025333
GENRUO_FSR_relaxed,-6.289192677,-6.308403969,-779.8598919,-782.2420921
WOQJIW03_FSR_relaxed,-5.083854675,-5.082812309,-254.1927338,-254.1406155
QUBHAX01_FSR_relaxed,-6.531088829,-6.53832674,-404.9275074,-405.3762579
HOFRIG_FSR_relaxed,-6.728191376,-6.730512619,-1022.685089,-1023.037918
DAGGUP_FSR_relaxed,-6.069409847,-6.085639954,-509.8304272,-511.1937561
CUYJIQ_FSR_relaxed,-6.76750803,-6.781485081,-433.1205139,-434.0150452
KAVYEN_FSR_relaxed,-6.670222282,-6.677998543,-987.1928978,-988.3437843
TAPMEE_FSR_relaxed,-6.303750038,-6.309634686,-617.7675037,-618.3441992
FISTAE_FSR_relaxed,-6.592229843,-6.597969055,-1160.232452,-1161.242554
TICLOI_FSR_relaxed,-6.610053062,-6.602717876,-403.2132368,-402.7657905
COYKEH_FSR_relaxed,-6.656645298,-6.652372837,-532.5316238,-532.189827
VUKWUV_FSR_relaxed,-6.629623413,-6.618178368,-311.5923004,-311.0543833
BUWWIB_FSR_relaxed,-7.194684505,-7.196377277,-892.1408787,-892.3507824
CAZLEV_FSR_relaxed,-5.725277424,-5.74097681,-137.4066582,-137.7834435
WOBHOM_FSR_relaxed,-6.461454868,-6.448039532,-904.6036816,-902.7255344
COMGIV_FSR_relaxed,-6.87811327,-6.87835598,-508.980382,-508.9983425
YAFGAP_FSR_relaxed,-6.46820116,-6.457063198,-336.3464603,-335.7672863
TAPHOJ_freeONLY_relaxed,-6.48836422,-6.496884823,-1583.16087,-1585.239897
UFEXEJ_freeONLY_relaxed,-7.456749439,-7.446485996,-671.1074495,-670.1837397
OBORIH_FSR_relaxed,-6.461462498,-6.462513924,-413.5335999,-413.6008911
AHADUJ_FSR_relaxed,-6.703805447,-6.702783585,-1179.869759,-1179.689911
CISTAB_FSR_relaxed,-6.32267189,-6.32213974,-682.8485641,-682.7910919
DIDBEZ_FSR_relaxed,-6.997827053,-6.99978447,-2631.182972,-2631.918961
FAFVIR_FSR_relaxed,-6.17435503,-6.178519249,-407.507432,-407.7822704
QUSROM_FSR_relaxed,-6.60131979,-6.609948158,-871.3742123,-872.5131569
LAZSIQ_FSR_relaxed,-6.363714695,-6.370630741,-1221.833221,-1223.161102
UMOTEW_FSR_relaxed,-6.34559679,-6.355269432,-253.8238716,-254.2107773
ECUVUV_FSR_relaxed,-6.714356422,-6.722835541,-396.1470289,-396.6472969
MAWTUC_FSR_relaxed,-6.241211891,-6.243857384,-798.8751221,-799.2137451
NEKCIS_FSR_relaxed,-6.411001205,-6.407672405,-2461.824463,-2460.546204
IWAJEW_FSR_relaxed,-7.06401825,-7.065750122,-607.5055695,-607.6545105
DIYHAV_FSR_relaxed,-6.579929829,-6.595011234,-250.0373335,-250.6104269
LABQIQ_FSR_relaxed,-6.843039036,-6.844750881,-862.2229185,-862.438611
FEJJUB_FSR_relaxed,-7.071095467,-7.069939137,-862.6736469,-862.5325747
UFUKUB01_FSR_relaxed,-6.816922665,-6.814049721,-599.8891945,-599.6363754
NARROQ_FSR_relaxed,-6.928456783,-6.922688484,-429.5643206,-429.206686
JEWCIY_FSR_relaxed,-6.425848484,-6.417621613,-539.7712727,-539.0802155
RUGPAM_FSR_relaxed,-6.885710716,-6.886898518,-3250.055458,-3250.6161
VEPNEJ_FSR_relaxed,-6.275851727,-6.284072876,-539.7232485,-540.4302673
LODKIA_FSR_relaxed,-6.816183567,-6.81721735,-1854.00193,-1854.283119
BIYHEZ_FSR_relaxed,-6.711253166,-6.705167294,-617.4352913,-616.875391
ZIYPUU_FSR_relaxed,-6.63160181,-6.625700951,-397.8961086,-397.542057
DAMYIC_FSR_relaxed,-6.827545166,-6.817774296,-573.5137939,-572.6930408
CEHLOT_FSR_relaxed,-6.395887375,-6.392097473,-428.5244541,-428.2705307
EREGEN_FSR_relaxed,-6.688493252,-6.684539795,-494.9485006,-494.6559448
DACMOK_FSR_relaxed,-6.211014271,-6.203644276,-242.2295566,-241.9421268
POPCUS_FSR_relaxed,-5.857884407,-5.866085052,-538.9253654,-539.6798248
EDAWOY_FSR_relaxed,-5.892605782,-5.902012348,-777.8239632,-779.06563
KAPPEZ_FSR_relaxed,-7.384365559,-7.385568619,-915.6613293,-915.8105087
XUFQOG_FSR_relaxed,-7.432948112,-7.435677528,-787.8924999,-788.181818
PUYHOI_FSR_relaxed,-6.369753838,-6.361844063,-1286.690275,-1285.092501
QIVXUP_FSR_relaxed,-5.436576843,-5.445218563,-587.1502991,-588.0836048
YAVQAO_FSR_relaxed,-6.368757248,-6.360103607,-891.6260147,-890.414505
OBOQII_FSR_relaxed,-6.779095173,-6.785997868,-406.7457104,-407.1598721
DOTWAL_FSR_relaxed,-6.496573925,-6.487565994,-649.6573925,-648.7565994
SAVLIL_FSR_relaxed,-6.718525887,-6.714866638,-954.0306759,-953.5110626
JADJOQ_FSR_relaxed,-6.271330833,-6.269818783,-1605.460693,-1605.073608
KAWQOP_FSR_relaxed,-6.253676891,-6.259227276,-562.8309202,-563.3304548
VEDGES_freeONLY_relaxed,-6.924396515,-6.928730011,-1578.762405,-1579.750443
JUMDEC_FSR_relaxed,-6.639843941,-6.640783787,-823.3406487,-823.4571896
HALZEA_FSR_relaxed,-5.943572521,-5.940835476,-451.7115116,-451.5034962
EREFEN01_SL_relaxed,-6.996601105,-6.994723797,-1091.469772,-1091.176912
WEHVIP01_FSR_relaxed,-6.320372581,-6.321978569,-353.9408646,-354.0307999
AFOVEX_FSR_relaxed,-7.115764141,-7.120621681,-640.4187727,-640.8559513
AKAQAE_FSR_relaxed,-5.881588459,-5.886207104,-447.0007229,-447.3517399
XEMHIJ_FSR_relaxed,-7.06165123,-7.057052612,-310.7126541,-310.5103149
LIHMAL01_FSR_relaxed,-6.113811016,-6.104866028,-440.1943932,-439.550354
DACNEB_FSR_relaxed,-6.10507822,-6.095285416,-238.0980506,-237.7161312
JAGPOX01_FSR_relaxed,-6.910885811,-6.909865379,-1022.8111,-1022.660076
FAVGUH_FSR_relaxed,-6.686583996,-6.688189507,-962.8680954,-963.0992889
KERVOV_FSR_relaxed,-7.036890507,-7.035434246,-900.7219849,-900.5355835
DEPHUC01_FSR_relaxed,-6.56925869,-6.554626465,-840.8651123,-838.9921875
EQEKAN_FSR_relaxed,-6.518694878,-6.522024632,-664.9068775,-665.2465124
DAWLAQ_FSR_relaxed,-6.757403851,-6.758862972,-1351.48077,-1351.772594
IJEZEE_FSR_relaxed,-6.872522831,-6.86773634,-618.5270548,-618.0962706
YEVXUV_FSR_relaxed,-5.990435123,-5.993755817,-503.1965504,-503.4754887
RAMHIW_FSR_relaxed,-7.055523396,-7.055659294,-550.3308249,-550.3414249
MUGQAI_freeONLY_relaxed,-7.214601517,-7.216105461,-1846.937988,-1847.322998
RUWWOW01_FSR_relaxed,-7.015706539,-7.013278961,-505.1308708,-504.9560852
JADBIC_freeONLY_relaxed,-6.811571598,-6.816807747,-749.2728758,-749.8488522
GATQEA_FSR_relaxed,-5.219369411,-5.233629704,-375.7945976,-376.8213387
ERAJEO01_FSR_relaxed,-7.213125229,-7.177026749,-389.5087624,-387.5594444
AXOVIT_FSR_relaxed,-7.092357159,-7.09076643,-468.0955725,-467.9905844
TUZHIH_FSR_relaxed,-7.290390491,-7.287680626,-568.6504583,-568.4390888
TTRZCU_FSR_relaxed,-6.719569206,-6.71558094,-309.1001835,-308.9167233
LATYEM_FSR_relaxed,-5.831094742,-5.830611706,-723.055748,-722.9958515
VIPXIC_FSR_relaxed,-6.715667248,-6.720797062,-644.7040558,-645.1965179
WAZFUA_FSR_relaxed,-6.51828146,-6.529148102,-964.7056561,-966.3139191
SAFKIV_FSR_relaxed,-6.476024151,-6.47940731,-310.8491592,-311.0115509
OVUKIA_FSR_relaxed,-6.855865955,-6.853645325,-178.2525148,-178.1947784
LAGPAM_FSR_relaxed,-6.995261192,-6.996841431,-531.6398506,-531.7599487
GIYTAK_freeONLY_relaxed,-6.26823473,-6.276233196,-620.5552382,-621.3470864
IYOBUV_FSR_relaxed,-6.644590855,-6.64978075,-664.4590855,-664.978075
REVGAB_FSR_relaxed,-5.407923222,-5.437280655,-367.7387791,-369.7350845
NEWZUM_FSR_relaxed,-5.674621105,-5.688575268,-442.6204462,-443.7088709
XEDXEM_FSR_relaxed,-6.695486546,-6.697418213,-816.8493586,-817.085022
WOWMIG_FSR_relaxed,-6.695233822,-6.69024992,-549.0091734,-548.6004934
IWECAQ_FSR_relaxed,-6.497200012,-6.506676197,-506.781601,-507.5207434
HATGUF01_FSR_relaxed,-6.676287651,-6.674099445,-1068.206024,-1067.855911
MITQEM_FSR_relaxed,-6.977375507,-6.976686954,-725.6470528,-725.5754433
UFIMUS_FSR_relaxed,-6.811779022,-6.809268475,-463.2009735,-463.0302563
